Timestamp,Event,Details
2025-05-01 18:39:22,Violation,No person in frame
2025-05-01 18:39:22,Violation,No face detected
2025-05-01 18:39:32,Monitoring,Stopped
2025-05-01 18:40:31,Monitoring,Started
2025-05-01 18:40:49,Violation,Multiple persons detected (2)
2025-05-01 18:40:49,Violation,Multiple persons detected (2)
2025-05-01 18:40:49,Violation,Multiple persons detected (2)
2025-05-01 18:40:50,Violation,Multiple persons detected (2)
2025-05-01 18:40:55,Violation,Multiple persons detected (2)
2025-05-01 18:40:56,Violation,Multiple persons detected (2)
2025-05-01 18:40:59,Violation,Multiple persons detected (2)
2025-05-01 18:41:43,Monitoring,Stopped
2025-05-01 18:44:46,Identity Verification,Failed
2025-05-01 18:45:17,Identity Verification,Success
2025-05-01 18:45:54,Identity Verification,Failed
2025-05-01 18:46:20,Identity Verification,Failed
2025-05-01 18:46:50,Identity Verification,Failed
2025-05-01 18:48:05,Identity Verification,Success
2025-05-01 18:48:30,Identity Verification,Success
2025-05-01 18:48:35,Monitoring,Started
2025-05-01 18:48:51,Violation,No face detected
2025-05-01 18:48:52,Violation,No person in frame
2025-05-01 18:48:52,Violation,No face detected
2025-05-01 18:48:52,Violation,No person in frame
2025-05-01 18:48:52,Violation,No face detected
2025-05-01 18:48:52,Violation,No person in frame
2025-05-01 18:48:52,Violation,No face detected
2025-05-01 18:48:52,Violation,No person in frame
2025-05-01 18:48:52,Violation,No face detected
2025-05-01 18:48:53,Violation,No person in frame
2025-05-01 18:48:53,Violation,No face detected
2025-05-01 18:48:53,Violation,No person in frame
2025-05-01 18:48:53,Violation,No face detected
2025-05-01 18:48:53,Violation,No face detected
2025-05-01 18:48:54,Violation,No face detected
2025-05-01 18:48:54,Violation,No face detected
2025-05-01 18:48:54,Violation,No person in frame
2025-05-01 18:48:54,Violation,No face detected
2025-05-01 18:48:54,Violation,No person in frame
2025-05-01 18:48:54,Violation,No face detected
2025-05-01 18:48:55,Violation,No person in frame
2025-05-01 18:48:55,Violation,No face detected
2025-05-01 18:48:55,Violation,No person in frame
2025-05-01 18:48:55,Violation,No face detected
2025-05-01 18:48:55,Violation,No person in frame
2025-05-01 18:48:55,Violation,No face detected
2025-05-01 18:48:55,Violation,No person in frame
2025-05-01 18:48:55,Violation,No face detected
2025-05-01 18:48:56,Violation,No person in frame
2025-05-01 18:48:56,Violation,No face detected
2025-05-01 18:48:56,Violation,No face detected
2025-05-01 18:49:00,Violation,No face detected
2025-05-01 18:49:00,Violation,No person in frame
2025-05-01 18:49:00,Violation,No face detected
2025-05-01 18:49:01,Violation,No person in frame
2025-05-01 18:49:01,Violation,No face detected
2025-05-01 18:49:01,Violation,No face detected
2025-05-01 18:49:01,Violation,No face detected
2025-05-01 18:49:02,Violation,No person in frame
2025-05-01 18:49:02,Violation,No face detected
2025-05-01 18:49:02,Violation,No person in frame
2025-05-01 18:49:02,Violation,No face detected
2025-05-01 18:49:02,Violation,No face detected
2025-05-01 18:49:03,Violation,No person in frame
2025-05-01 18:49:03,Violation,No face detected
2025-05-01 18:49:03,Violation,No face detected
2025-05-01 18:49:03,Violation,No face detected
2025-05-01 18:49:03,Violation,No face detected
2025-05-01 18:49:04,Violation,No person in frame
2025-05-01 18:49:04,Violation,No face detected
2025-05-01 18:49:04,Violation,No face detected
2025-05-01 18:49:04,Violation,No face detected
2025-05-01 18:49:04,Violation,No face detected
2025-05-01 18:49:05,Violation,No face detected
2025-05-01 18:49:05,Violation,No face detected
2025-05-01 18:49:05,Violation,No person in frame
2025-05-01 18:49:05,Violation,No face detected
2025-05-01 18:49:05,Violation,No person in frame
2025-05-01 18:49:05,Violation,No face detected
2025-05-01 18:49:06,Violation,No face detected
2025-05-01 18:49:06,Violation,No face detected
2025-05-01 18:49:06,Violation,No face detected
2025-05-01 18:49:07,Violation,No face detected
2025-05-01 18:49:07,Violation,No face detected
2025-05-01 18:49:07,Violation,No person in frame
2025-05-01 18:49:07,Violation,No face detected
2025-05-01 18:49:07,Violation,No face detected
2025-05-01 18:49:08,Violation,No face detected
2025-05-01 18:49:08,Violation,No person in frame
2025-05-01 18:49:08,Violation,No face detected
2025-05-01 18:49:08,Violation,No person in frame
2025-05-01 18:49:08,Violation,No face detected
2025-05-01 18:49:08,Violation,No person in frame
2025-05-01 18:49:08,Violation,No face detected
2025-05-01 18:49:09,Violation,No person in frame
2025-05-01 18:49:09,Violation,No face detected
2025-05-01 18:49:09,Violation,No person in frame
2025-05-01 18:49:09,Violation,No face detected
2025-05-01 18:49:09,Violation,No face detected
2025-05-01 18:49:09,Violation,No face detected
2025-05-01 18:49:10,Violation,No person in frame
2025-05-01 18:49:10,Violation,No face detected
2025-05-01 18:49:10,Violation,No person in frame
2025-05-01 18:49:10,Violation,No face detected
2025-05-01 18:49:10,Violation,No face detected
2025-05-01 18:49:15,Violation,No face detected
2025-05-01 18:49:15,Violation,No face detected
2025-05-01 18:49:24,Monitoring,Stopped
2025-05-01 18:54:45,Identity Verification,Success
2025-05-01 18:54:56,Monitoring,Started
2025-05-01 18:55:05,Violation,No person in frame
2025-05-01 18:55:05,Violation,No face detected
2025-05-01 18:55:05,Violation,No person in frame
2025-05-01 18:55:05,Violation,No face detected
2025-05-01 18:55:06,Violation,No face detected
2025-05-01 18:55:06,Violation,No person in frame
2025-05-01 18:55:06,Violation,No face detected
2025-05-01 18:55:06,Violation,No person in frame
2025-05-01 18:55:06,Violation,No face detected
2025-05-01 18:55:07,Violation,No person in frame
2025-05-01 18:55:07,Violation,No face detected
2025-05-01 18:55:07,Violation,No person in frame
2025-05-01 18:55:07,Violation,No face detected
2025-05-01 18:55:07,Violation,No person in frame
2025-05-01 18:55:07,Violation,No face detected
2025-05-01 18:55:07,Violation,No face detected
2025-05-01 18:55:09,Violation,No face detected
2025-05-01 18:55:09,Violation,No person in frame
2025-05-01 18:55:09,Violation,No face detected
2025-05-01 18:55:10,Violation,No person in frame
2025-05-01 18:55:10,Violation,No face detected
2025-05-01 18:55:10,Violation,No person in frame
2025-05-01 18:55:10,Violation,No face detected
2025-05-01 18:55:10,Violation,No person in frame
2025-05-01 18:55:10,Violation,No face detected
2025-05-01 18:55:10,Violation,No person in frame
2025-05-01 18:55:10,Violation,No face detected
2025-05-01 18:55:11,Violation,No person in frame
2025-05-01 18:55:11,Violation,No face detected
2025-05-01 18:55:11,Violation,No person in frame
2025-05-01 18:55:11,Violation,No face detected
2025-05-01 18:55:11,Violation,No face detected
2025-05-01 18:55:12,Violation,No person in frame
2025-05-01 18:55:12,Violation,No face detected
2025-05-01 18:55:12,Violation,No person in frame
2025-05-01 18:55:12,Violation,No face detected
2025-05-01 18:55:12,Violation,No person in frame
2025-05-01 18:55:12,Violation,No face detected
2025-05-01 18:55:12,Violation,No person in frame
2025-05-01 18:55:12,Violation,No face detected
2025-05-01 18:55:13,Violation,No face detected
2025-05-01 18:55:13,Violation,No person in frame
2025-05-01 18:55:13,Violation,No face detected
2025-05-01 18:55:18,Violation,No person in frame
2025-05-01 18:55:18,Violation,No face detected
2025-05-01 18:55:18,Violation,No face detected
2025-05-01 18:55:21,Violation,No person in frame
2025-05-01 18:55:21,Violation,No face detected
2025-05-01 18:55:22,Violation,Multiple persons detected (2)
2025-05-01 18:55:23,Violation,No person in frame
2025-05-01 18:55:23,Violation,No face detected
2025-05-01 18:55:23,Violation,No person in frame
2025-05-01 18:55:23,Violation,No face detected
2025-05-01 18:55:24,Violation,No face detected
2025-05-01 18:55:24,Violation,Multiple persons detected (2)
2025-05-01 18:55:24,Violation,Multiple persons detected (2)
2025-05-01 18:55:25,Violation,Multiple persons detected (2)
2025-05-01 18:55:45,Violation,No person in frame
2025-05-01 18:55:45,Violation,No face detected
2025-05-01 18:55:55,Violation,Multiple persons detected (2)
2025-05-01 18:55:55,Violation,Multiple persons detected (2)
2025-05-01 18:55:58,Violation,Multiple persons detected (2)
2025-05-01 18:56:03,Violation,Multiple persons detected (2)
2025-05-01 18:56:04,Violation,Multiple persons detected (2)
2025-05-01 18:56:04,Violation,Multiple persons detected (3)
2025-05-01 18:56:04,Violation,Multiple persons detected (2)
2025-05-01 18:56:04,Violation,Multiple persons detected (2)
2025-05-01 18:56:05,Violation,Multiple persons detected (2)
2025-05-01 18:56:05,Violation,Multiple persons detected (3)
2025-05-01 18:56:05,Violation,Multiple persons detected (2)
2025-05-01 18:56:05,Violation,Multiple persons detected (2)
2025-05-01 18:56:06,Violation,Multiple persons detected (2)
2025-05-01 18:56:06,Violation,Multiple persons detected (2)
2025-05-01 18:56:06,Violation,Multiple persons detected (2)
2025-05-01 18:56:06,Violation,Multiple persons detected (2)
2025-05-01 18:56:06,Violation,Multiple persons detected (2)
2025-05-01 18:56:07,Violation,Multiple persons detected (2)
2025-05-01 18:56:07,Violation,Multiple persons detected (2)
2025-05-01 18:56:07,Violation,Multiple persons detected (2)
2025-05-01 18:56:07,Violation,Multiple persons detected (3)
2025-05-01 18:56:08,Violation,Multiple persons detected (3)
2025-05-01 18:56:08,Violation,Multiple persons detected (3)
2025-05-01 18:56:08,Violation,Multiple persons detected (3)
2025-05-01 18:56:08,Violation,Multiple persons detected (3)
2025-05-01 18:56:09,Violation,Multiple persons detected (3)
2025-05-01 18:56:09,Violation,Multiple persons detected (3)
2025-05-01 18:56:09,Violation,Multiple persons detected (2)
2025-05-01 18:56:09,Violation,Multiple persons detected (2)
2025-05-01 18:56:10,Violation,Multiple persons detected (3)
2025-05-01 18:56:10,Violation,Multiple persons detected (2)
2025-05-01 18:56:10,Violation,Multiple persons detected (3)
2025-05-01 18:56:10,Violation,Multiple persons detected (3)
2025-05-01 18:56:10,Violation,Multiple persons detected (3)
2025-05-01 18:56:11,Violation,Multiple persons detected (2)
2025-05-01 18:56:11,Violation,Multiple persons detected (2)
2025-05-01 18:56:11,Violation,Multiple persons detected (2)
2025-05-01 18:56:11,Violation,Multiple persons detected (2)
2025-05-01 18:56:12,Violation,Multiple persons detected (2)
2025-05-01 18:56:12,Violation,Multiple persons detected (3)
2025-05-01 18:56:12,Violation,Multiple persons detected (3)
2025-05-01 18:56:12,Violation,Multiple persons detected (3)
2025-05-01 18:56:13,Violation,Multiple persons detected (2)
2025-05-01 18:56:13,Violation,Multiple persons detected (2)
2025-05-01 18:56:13,Violation,Multiple persons detected (2)
2025-05-01 18:56:13,Violation,Multiple persons detected (2)
2025-05-01 18:56:21,Monitoring,Stopped
